Date of Patch_HOToto,Date.Release,lunar.day,Colony,Timepoint,Treatment.1,Treatment.2,treat.zone,Treat.zone.2,Reef,Larval_No,Length_1,Width_1,Volume_1,Length_2,Width_2,Shape_class
20170717,20170714,-9,P17,T2,Hot,Ambient,Patch_HOT,Patch_HOT_AMB,Patch,8,0.963,0.9,0.617811649,0.963,0.9,Circular
20170717,20170714,-9,P17,T2,Hot,Ambient,Patch_HOT,Patch_HOT_AMB,Patch,9,0.986,0.894,0.639068434,0.986,0.894,Pumpkin
20170717,20170714,-9,P17,T2,Hot,Ambient,Patch_HOT,Patch_HOT_AMB,Patch,10,0.829,0.852,0.410304944,0.852,0.829,Circular
20170717,20170714,-9,P18,T2,Hot,Ambient,Patch_HOT,Patch_HOT_AMB,Patch,1,0.63,0.632,0.130386838,0.632,0.63,Circular
20170717,20170714,-9,P18,T2,Hot,Ambient,Patch_HOT,Patch_HOT_AMB,Patch,2,0.614,0.588,0.107203729,0.614,0.588,Circular
20170717,20170714,-9,P18,T2,Hot,Ambient,Patch_HOT,Patch_HOT_AMB,Patch,3,0.683,0.653,0.163601119,0.683,0.653,Circular
20170717,20170714,-9,P18,T2,Hot,Ambient,Patch_HOT,Patch_HOT_AMB,Patch,4,0.685,0.66,0.168107664,0.685,0.66,Circular
20170717,20170714,-9,P18,T2,Hot,Ambient,Patch_HOT,Patch_HOT_AMB,Patch,5,0.484,0.494,0.047017888,0.494,0.484,Circular
20170717,20170714,-9,P18,T2,Hot,Ambient,Patch_HOT,Patch_HOT_AMB,Patch,6,0.69,0.703,0.193520657,0.703,0.69,Circular
20170717,20170714,-9,P18,T2,Hot,Ambient,Patch_HOT,Patch_HOT_AMB,Patch,7,0.427,0.412,0.025454741,0.427,0.412,Circular
20170717,20170714,-9,P18,T2,Hot,Ambient,Patch_HOT,Patch_HOT_AMB,Patch,8,0.503,0.474,0.04675318,0.503,0.474,Circular
20170717,20170714,-9,P18,T2,Hot,Ambient,Patch_HOT,Patch_HOT_AMB,Patch,9,0.523,0.618,0.085920902,0.618,0.523,Circular
20170717,20170714,-9,P18,T2,Hot,Ambient,Patch_HOT,Patch_HOT_AMB,Patch,10,0.632,0.583,0.11165798,0.632,0.583,Circular
20170718,20170715,-8,P1,T2,Ambient,Ambient,Patch_AMB,Patch_AMB_AMB,Patch,1,0.975,0.927,0.671873016,0.975,0.927,Pumpkin
20170718,20170715,-8,P1,T2,Ambient,Ambient,Patch_AMB,Patch_AMB_AMB,Patch,2,0.882,1.006,0.64751768,1.006,0.882,Circular
20170718,20170715,-8,P1,T2,Ambient,Ambient,Patch_AMB,Patch_AMB_AMB,Patch,3,1.077,0.933,0.830449434,1.062,0.941,Circular
20170718,20170715,-8,P1,T2,Ambient,Ambient,Patch_AMB,Patch_AMB_AMB,Patch,4,0.803,0.756,0.303105056,0.803,0.756,Circular
20170718,20170715,-8,P1,T2,Ambient,Ambient,Patch_AMB,Patch_AMB_AMB,Patch,5,0.858,0.838,0.425188111,0.858,0.838,Circular
20170718,20170715,-8,P1,T2,Ambient,Ambient,Patch_AMB,Patch_AMB_AMB,Patch,6,0.545,0.537,0.070446606,0.545,0.537,Circular
20170718,20170715,-8,P1,T2,Ambient,Ambient,Patch_AMB,Patch_AMB_AMB,Patch,7,1.033,1.106,1.0735676,1.113,1.036,Circular
20170718,20170715,-8,P1,T2,Ambient,Ambient,Patch_AMB,Patch_AMB_AMB,Patch,8,0.756,0.707,0.234963779,0.756,0.707,Circular
20170718,20170715,-8,P1,T2,Ambient,Ambient,Patch_AMB,Patch_AMB_AMB,Patch,9,0.876,0.86,0.466792225,0.876,0.86,Circular
20170718,20170715,-8,P1,T2,Ambient,Ambient,Patch_AMB,Patch_AMB_AMB,Patch,10,0.86,0.849,0.43846081,0.86,0.849,Circular
20170718,20170715,-8,P3,T2,Ambient,Ambient,Patch_AMB,Patch_AMB_AMB,Patch,1,0.663,0.684,0.169144453,0.684,0.663,Circular
20170718,20170715,-8,P3,T2,Ambient,Ambient,Patch_AMB,Patch_AMB_AMB,Patch,2,0.645,0.633,0.137102492,0.645,0.633,Circular
20170718,20170715,-8,P3,T2,Ambient,Ambient,Patch_AMB,Patch_AMB_AMB,Patch,3,0.665,0.586,0.124898442,0.665,0.586,Circular
20170718,20170715,-8,P3,T2,Ambient,Ambient,Patch_AMB,Patch_AMB_AMB,Patch,4,0.713,0.669,0.187132748,0.713,0.669,Circular
20170718,20170715,-8,P3,T2,Ambient,Ambient,Patch_AMB,Patch_AMB_AMB,Patch,5,0.728,0.704,0.216036223,0.728,0.704,Circular
20170718,20170715,-8,P3,T2,Ambient,Ambient,Patch_AMB,Patch_AMB_AMB,Patch,6,0.837,0.873,0.439134848,0.873,0.837,Circular
20170718,20170715,-8,P3,T2,Ambient,Ambient,Patch_AMB,Patch_AMB_AMB,Patch,7,0.998,0.891,0.650331799,0.998,0.891,Circular
20170718,20170715,-8,P3,T2,Ambient,Ambient,Patch_AMB,Patch_AMB_AMB,Patch,8,0.586,0.564,0.089840454,0.586,0.564,Circular
20170718,20170715,-8,P3,T2,Ambient,Ambient,Patch_AMB,Patch_AMB_AMB,Patch,9,0.699,0.635,0.162039279,0.699,0.635,Circular
20170718,20170715,-8,P3,T2,Ambient,Ambient,Patch_AMB,Patch_AMB_AMB,Patch,10,0.637,0.654,0.142742356,0.654,0.637,Circular
20170718,20170715,-8,P5,T2,Ambient,Ambient,Patch_AMB,Patch_AMB_AMB,Patch,1,0.668,0.687,0.173214761,0.687,0.668,Circular
20170718,20170715,-8,P5,T2,Ambient,Ambient,Patch_AMB,Patch_AMB_AMB,Patch,2,0.935,0.624,0.279969615,0.935,0.624,Circular
20170718,20170715,-8,P5,T2,Ambient,Ambient,Patch_AMB,Patch_AMB_AMB,Patch,3,0.804,0.622,0.205689142,0.804,0.622,Circular
20170718,20170715,-8,P5,T2,Ambient,Ambient,Patch_AMB,Patch_AMB_AMB,Patch,4,0.899,0.813,0.43935844,0.899,0.813,Circular
20170718,20170715,-8,P5,T2,Ambient,Ambient,Patch_AMB,Patch_AMB_AMB,Patch,5,0.858,0.908,0.49918873,0.908,0.858,Circular
20170718,20170715,-8,P5,T2,Ambient,Ambient,Patch_AMB,Patch_AMB_AMB,Patch,6,1.03,0.8,0.558435376,1.03,0.8,Circular
20170718,20170715,-8,P5,T2,Ambient,Ambient,Patch_AMB,Patch_AMB_AMB,Patch,7,0.834,0.807,0.37256124,0.834,0.807,Circular
20170718,20170715,-8,P5,T2,Ambient,Ambient,Patch_AMB,Patch_AMB_AMB,Patch,8,0.773,0.624,0.191358019,0.773,0.624,Circular
20170718,20170715,-8,P5,T2,Ambient,Ambient,Patch_AMB,Patch_AMB_AMB,Patch,9,0.679,0.655,0.162682429,0.679,0.655,Circular
20170718,20170715,-8,P5,T2,Ambient,Ambient,Patch_AMB,Patch_AMB_AMB,Patch,10,0.619,0.722,0.164276028,0.722,0.619,Circular
20170718,20170715,-8,P11,T2,Hot,Ambient,Patch_HOT,Patch_HOT_AMB,Patch,1,1.069,0.434,0.177032649,1.069,0.434,Pear
20170718,20170715,-8,P11,T2,Hot,Ambient,Patch_HOT,Patch_HOT_AMB,Patch,2,0.761,0.689,0.226113377,0.761,0.689,Circular
20170718,20170715,-8,P11,T2,Hot,Ambient,Patch_HOT,Patch_HOT_AMB,Patch,3,0.873,0.774,0.375516399,0.873,0.774,Circular
20170718,20170715,-8,P11,T2,Hot,Ambient,Patch_HOT,Patch_HOT_AMB,Patch,4,0.879,0.703,0.314055859,0.879,0.703,Circular
20170718,20170715,-8,P11,T2,Hot,Ambient,Patch_HOT,Patch_HOT_AMB,Patch,5,0.713,0.801,0.268264121,0.801,0.713,Circular
20170718,20170715,-8,P11,T2,Hot,Ambient,Patch_HOT,Patch_HOT_AMB,Patch,6,0.791,0.831,0.355364069,0.831,0.791,Circular
20170718,20170715,-8,P11,T2,Hot,Ambient,Patch_HOT,Patch_HOT_AMB,Patch,7,0.834,0.736,0.309889049,0.834,0.736,Circular
20170718,20170715,-8,P11,T2,Hot,Ambient,Patch_HOT,Patch_HOT_AMB,Patch,8,0.953,0.826,0.509641042,0.953,0.826,Circular
20170718,20170715,-8,P11,T2,Hot,Ambient,Patch_HOT,Patch_HOT_AMB,Patch,9,0.807,0.752,0.302901379,0.807,0.752,Circular
20170718,20170715,-8,P11,T2,Hot,Ambient,Patch_HOT,Patch_HOT_AMB,Patch,10,0.69,0.706,0.195175852,0.706,0.69,Circular
20170718,20170715,-8,P19,T2,Hot,Ambient,Patch_HOT,Patch_HOT_AMB,Patch,1,0.552,0.352,0.031051457,0.552,0.352,Circular
20170718,20170715,-8,P19,T2,Hot,Ambient,Patch_HOT,Patch_HOT_AMB,Patch,2,0.417,0.432,0.026690586,0.432,0.417,Circular
20170718,20170715,-8,P19,T2,Hot,Ambient,Patch_HOT,Patch_HOT_AMB,Patch,3,0.44,0.432,0.029716068,0.44,0.432,Circular
20170718,20170715,-8,P19,T2,Hot,Ambient,Patch_HOT,Patch_HOT_AMB,Patch,4,0.657,0.699,0.173461697,0.699,0.657,Circular
20170718,20170715,-8,P19,T2,Hot,Ambient,Patch_HOT,Patch_HOT_AMB,Patch,5,0.649,0.611,0.129327331,0.649,0.611,Circular
20170718,20170715,-8,P19,T2,Hot,Ambient,Patch_HOT,Patch_HOT_AMB,Patch,6,0.606,0.683,0.140898106,0.683,0.606,Circular
20170718,20170715,-8,P19,T2,Hot,Ambient,Patch_HOT,Patch_HOT_AMB,Patch,7,0.675,0.63,0.148732934,0.675,0.63,Circular
20170718,20170715,-8,P19,T2,Hot,Ambient,Patch_HOT,Patch_HOT_AMB,Patch,8,0.562,0.639,0.106070068,0.639,0.562,Circular
20170718,20170715,-8,P19,T2,Hot,Ambient,Patch_HOT,Patch_HOT_AMB,Patch,9,0.491,0.583,0.06739359,0.583,0.491,Circular
20170718,20170715,-8,P19,T2,Hot,Ambient,Patch_HOT,Patch_HOT_AMB,Patch,10,0.542,0.488,0.057538259,0.542,0.488,Circular
20170719,20170716,-7,P10,T2,Ambient,Ambient,Patch_AMB,Patch_AMB_AMB,Patch,1,0.6,0.607,0.109093376,0.607,0.6,Circular
20170719,20170716,-7,P10,T2,Ambient,Ambient,Patch_AMB,Patch_AMB_AMB,Patch,2,0.744,0.754,0.2588255,0.754,0.744,Circular
20170719,20170716,-7,P10,T2,Ambient,Ambient,Patch_AMB,Patch_AMB_AMB,Patch,3,0.755,0.734,0.252583236,0.755,0.734,Circular
20170719,20170716,-7,P10,T2,Ambient,Ambient,Patch_AMB,Patch_AMB_AMB,Patch,4,0.621,0.348,0.038411405,0.621,0.348,Circular
20170719,20170716,-7,P10,T2,Ambient,Ambient,Patch_AMB,Patch_AMB_AMB,Patch,5,0.7,0.693,0.193544595,0.7,0.693,Circular
20170719,20170716,-7,P10,T2,Ambient,Ambient,Patch_AMB,Patch_AMB_AMB,Patch,6,0.669,0.317,0.03699042,0.669,0.317,Circular
20170719,20170716,-7,P10,T2,Ambient,Ambient,Patch_AMB,Patch_AMB_AMB,Patch,7,0.679,0.685,0.177925908,0.679,0.685,Circular
20170719,20170716,-7,P10,T2,Ambient,Ambient,Patch_AMB,Patch_AMB_AMB,Patch,8,0.509,0.428,0.039033869,0.509,0.428,Circular
20170719,20170716,-7,P10,T2,Ambient,Ambient,Patch_AMB,Patch_AMB_AMB,Patch,9,0.67,0.477,0.084004947,0.67,0.477,Circular
20170719,20170716,-7,P10,T2,Ambient,Ambient,Patch_AMB,Patch_AMB_AMB,Patch,10,0.737,0.72,0.231589288,0.737,0.72,Circular
20170720,20170717,-6,P2,T2,Ambient,Ambient,Patch_AMB,Patch_AMB_AMB,Patch,1,0.707,0.54,0.119879479,0.707,0.54,Circular
20170720,20170717,-6,P2,T2,Ambient,Ambient,Patch_AMB,Patch_AMB_AMB,Patch,2,0.562,0.347,0.0312788,0.562,0.347,Circular
20170720,20170717,-6,P2,T2,Ambient,Ambient,Patch_AMB,Patch_AMB_AMB,Patch,3,0.511,0.57,0.069776633,0.57,0.511,Circular
20170720,20170717,-6,P2,T2,Ambient,Ambient,Patch_AMB,Patch_AMB_AMB,Patch,4,0.572,0.641,0.110567277,0.641,0.572,Circular
20170720,20170717,-6,P2,T2,Ambient,Ambient,Patch_AMB,Patch_AMB_AMB,Patch,5,0.667,0.659,0.158906256,0.667,0.659,Circular
20170720,20170717,-6,P2,T2,Ambient,Ambient,Patch_AMB,Patch_AMB_AMB,Patch,6,0.471,0.423,0.032646832,0.471,0.423,Circular
20170720,20170717,-6,P2,T2,Ambient,Ambient,Patch_AMB,Patch_AMB_AMB,Patch,7,0.327,0.249,0.005452714,0.327,0.249,Circular
20170720,20170717,-6,P2,T2,Ambient,Ambient,Patch_AMB,Patch_AMB_AMB,Patch,8,0.48,0.454,0.039058241,0.48,0.454,Circular
20170720,20170717,-6,P2,T2,Ambient,Ambient,Patch_AMB,Patch_AMB_AMB,Patch,9,0.793,0.801,0.331840895,0.801,0.793,Circular
20170720,20170717,-6,P2,T2,Ambient,Ambient,Patch_AMB,Patch_AMB_AMB,Patch,10,0.568,0.576,0.088035967,0.576,0.568,Circular
20170720,20170717,-6,P3,T2,Ambient,Ambient,Patch_AMB,Patch_AMB_AMB,Patch,1,0.746,0.678,0.210404751,0.746,0.678,Circular
20170720,20170717,-6,P3,T2,Ambient,Ambient,Patch_AMB,Patch_AMB_AMB,Patch,2,0.719,0.778,0.257356697,0.778,0.719,Circular
20170720,20170717,-6,P3,T2,Ambient,Ambient,Patch_AMB,Patch_AMB_AMB,Patch,3,0.714,0.73,0.223439856,0.73,0.714,Circular
20170720,20170717,-6,P3,T2,Ambient,Ambient,Patch_AMB,Patch_AMB_AMB,Patch,4,0.885,0.959,0.59243711,0.959,0.885,Pumpkin
20170720,20170717,-6,P3,T2,Ambient,Ambient,Patch_AMB,Patch_AMB_AMB,Patch,5,0.891,0.826,0.44548594,0.891,0.826,Circular
20170720,20170717,-6,P3,T2,Ambient,Ambient,Patch_AMB,Patch_AMB_AMB,Patch,6,0.756,0.593,0.165299476,0.756,0.593,Circular
20170720,20170717,-6,P3,T2,Ambient,Ambient,Patch_AMB,Patch_AMB_AMB,Patch,7,0.752,0.655,0.19954313,0.752,0.655,Circular
20170720,20170717,-6,P3,T2,Ambient,Ambient,Patch_AMB,Patch_AMB_AMB,Patch,8,0.602,0.643,0.123234818,0.643,0.602,Circular
20170720,20170717,-6,P3,T2,Ambient,Ambient,Patch_AMB,Patch_AMB_AMB,Patch,9,0.795,0.744,0.287738932,0.795,0.744,Circular
20170720,20170717,-6,P3,T2,Ambient,Ambient,Patch_AMB,Patch_AMB_AMB,Patch,10,0.736,0.622,0.172367307,0.736,0.622,Circular
20170720,20170717,-6,P10,T2,Ambient,Ambient,Patch_AMB,Patch_AMB_AMB,Patch,1,0.572,0.549,0.081106423,0.572,0.549,Circular
20170720,20170717,-6,P10,T2,Ambient,Ambient,Patch_AMB,Patch_AMB_AMB,Patch,2,0.558,0.637,0.103912014,0.637,0.558,Circular
20170720,20170717,-6,P10,T2,Ambient,Ambient,Patch_AMB,Patch_AMB_AMB,Patch,3,0.666,0.687,0.172179099,0.687,0.666,Circular
20170720,20170717,-6,P10,T2,Ambient,Ambient,Patch_AMB,Patch_AMB_AMB,Patch,4,0.452,0.517,0.044913454,0.517,0.452,Circular
20170720,20170717,-6,P10,T2,Ambient,Ambient,Patch_AMB,Patch_AMB_AMB,Patch,5,0.852,0.829,0.410304944,0.852,0.829,Circular
20170720,20170717,-6,P10,T2,Ambient,Ambient,Patch_AMB,Patch_AMB_AMB,Patch,6,0.697,0.651,0.169334727,0.697,0.651,Circular
20170720,20170717,-6,P10,T2,Ambient,Ambient,Patch_AMB,Patch_AMB_AMB,Patch,7,0.601,0.613,0.111631919,0.613,0.601,Circular
20170720,20170717,-6,P10,T2,Ambient,Ambient,Patch_AMB,Patch_AMB_AMB,Patch,8,0.776,0.684,0.231714998,0.776,0.684,Circular
20170720,20170717,-6,P10,T2,Ambient,Ambient,Patch_AMB,Patch_AMB_AMB,Patch,9,0.74,0.722,0.234777424,0.74,0.722,Circular
20170720,20170717,-6,P10,T2,Ambient,Ambient,Patch_AMB,Patch_AMB_AMB,Patch,10,0.844,0.926,0.502371931,0.926,0.844,Circular
20170721,20170718,-5,P10,T2,Ambient,Ambient,Patch_AMB,Patch_AMB_AMB,Patch,1,0.73,0.661,0.191499277,0.73,0.661,Circular
20170721,20170718,-5,P10,T2,Ambient,Ambient,Patch_AMB,Patch_AMB_AMB,Patch,2,0.614,0.604,0.113117323,0.614,0.604,Circular
20170721,20170718,-5,P10,T2,Ambient,Ambient,Patch_AMB,Patch_AMB_AMB,Patch,3,0.793,0.796,0.327710993,0.796,0.793,Circular
20170721,20170718,-5,P10,T2,Ambient,Ambient,Patch_AMB,Patch_AMB_AMB,Patch,4,0.808,0.582,0.18188094,0.808,0.582,Circular
20170721,20170718,-5,P10,T2,Ambient,Ambient,Patch_AMB,Patch_AMB_AMB,Patch,5,0.852,0.813,0.394619716,0.852,0.813,Circular
20170721,20170718,-5,P10,T2,Ambient,Ambient,Patch_AMB,Patch_AMB_AMB,Patch,6,0.549,0.553,0.075807723,0.553,0.549,Circular
20170721,20170718,-5,P10,T2,Ambient,Ambient,Patch_AMB,Patch_AMB_AMB,Patch,7,0.811,0.58,0.181976872,0.811,0.58,Circular
20170721,20170718,-5,P10,T2,Ambient,Ambient,Patch_AMB,Patch_AMB_AMB,Patch,8,0.659,0.687,0.16857874,0.687,0.659,Circular
20170721,20170718,-5,P10,T2,Ambient,Ambient,Patch_AMB,Patch_AMB_AMB,Patch,9,0.735,0.609,0.164788827,0.735,0.609,Circular
20170721,20170718,-5,P10,T2,Ambient,Ambient,Patch_AMB,Patch_AMB_AMB,Patch,10,0.639,0.617,0.127847001,0.639,0.617,Circular
20170716,20170713,-10,P12,T2,Hot,Hot,Patch_HOT,Patch_HOT_HOT,Patch,1,0.699,0.72,0.208323299,0.72,0.699,Circular
20170716,20170713,-10,P12,T2,Hot,Hot,Patch_HOT,Patch_HOT_HOT,Patch,2,0.511,0.483,0.050101942,0.511,0.483,Circular
20170716,20170713,-10,P12,T2,Hot,Hot,Patch_HOT,Patch_HOT_HOT,Patch,3,0.521,0.357,0.028453152,0.521,0.357,Circular
20170716,20170713,-10,P12,T2,Hot,Hot,Patch_HOT,Patch_HOT_HOT,Patch,4,0.609,0.421,0.054065133,0.609,0.421,Circular
20170716,20170713,-10,P12,T2,Hot,Hot,Patch_HOT,Patch_HOT_HOT,Patch,5,0.823,0.749,0.312522871,0.823,0.749,Circular
20170716,20170713,-10,P12,T2,Hot,Hot,Patch_HOT,Patch_HOT_HOT,Patch,6,0.681,0.693,0.18318048,0.693,0.681,Circular
20170716,20170713,-10,P12,T2,Hot,Hot,Patch_HOT,Patch_HOT_HOT,Patch,7,0.657,0.622,0.137350425,0.657,0.622,Circular
20170716,20170713,-10,P12,T2,Hot,Hot,Patch_HOT,Patch_HOT_HOT,Patch,8,1.227,0.444,0.244103252,1.227,0.444,Pear
20170716,20170713,-10,P12,T2,Hot,Hot,Patch_HOT,Patch_HOT_HOT,Patch,9,0.687,0.419,0.068149083,0.687,0.419,Circular
20170716,20170713,-10,P12,T2,Hot,Hot,Patch_HOT,Patch_HOT_HOT,Patch,10,0.76,0.752,0.26864661,0.76,0.752,Circular
20170716,20170713,-10,P14,T2,Hot,Hot,Patch_HOT,Patch_HOT_HOT,Patch,1,0.694,0.638,0.161242231,0.694,0.638,Circular
20170716,20170713,-10,P14,T2,Hot,Hot,Patch_HOT,Patch_HOT_HOT,Patch,2,0.702,0.639,0.165498644,0.702,0.639,Circular
20170716,20170713,-10,P14,T2,Hot,Hot,Patch_HOT,Patch_HOT_HOT,Patch,3,0.651,0.392,0.053561485,0.651,0.392,Circular
20170716,20170713,-10,P14,T2,Hot,Hot,Patch_HOT,Patch_HOT_HOT,Patch,4,0.954,0.512,0.196225376,0.954,0.512,Pear
20170716,20170713,-10,P14,T2,Hot,Hot,Patch_HOT,Patch_HOT_HOT,Patch,5,0.826,0.855,0.410214326,0.855,0.826,Circular
20170716,20170713,-10,P14,T2,Hot,Hot,Patch_HOT,Patch_HOT_HOT,Patch,6,0.512,0.601,0.077876669,0.601,0.512,Circular
20170716,20170713,-10,P14,T2,Hot,Hot,Patch_HOT,Patch_HOT_HOT,Patch,7,0.58,0.53,0.077718825,0.58,0.53,Circular
20170716,20170713,-10,P14,T2,Hot,Hot,Patch_HOT,Patch_HOT_HOT,Patch,8,0.767,0.633,0.193872695,0.767,0.633,Circular
20170716,20170713,-10,P14,T2,Hot,Hot,Patch_HOT,Patch_HOT_HOT,Patch,9,0.669,0.697,0.178828318,0.697,0.669,Circular
20170716,20170713,-10,P14,T2,Hot,Hot,Patch_HOT,Patch_HOT_HOT,Patch,10,0.684,0.74,0.210714364,0.74,0.684,Circular
20170716,20170713,-10,P17,T2,Hot,Hot,Patch_HOT,Patch_HOT_HOT,Patch,1,0.681,0.746,0.212270859,0.746,0.681,Circular
20170716,20170713,-10,P17,T2,Hot,Hot,Patch_HOT,Patch_HOT_HOT,Patch,2,0.642,0.85,0.244921216,0.85,0.642,Circular
20170716,20170713,-10,P17,T2,Hot,Hot,Patch_HOT,Patch_HOT_HOT,Patch,3,0.592,0.761,0.166928783,0.761,0.592,Circular
20170716,20170713,-10,P17,T2,Hot,Hot,Patch_HOT,Patch_HOT_HOT,Patch,4,0.835,0.767,0.337351137,0.835,0.767,Circular
20170716,20170713,-10,P17,T2,Hot,Hot,Patch_HOT,Patch_HOT_HOT,Patch,5,0.778,0.799,0.317812703,0.799,0.778,Circular
20170716,20170713,-10,P17,T2,Hot,Hot,Patch_HOT,Patch_HOT_HOT,Patch,6,0.829,0.791,0.35365559,0.829,0.791,Circular
20170716,20170713,-10,P17,T2,Hot,Hot,Patch_HOT,Patch_HOT_HOT,Patch,7,0.776,0.772,0.295172941,0.776,0.772,Circular
20170716,20170713,-10,P17,T2,Hot,Hot,Patch_HOT,Patch_HOT_HOT,Patch,8,0.704,0.673,0.184626461,0.704,0.673,Circular
20170716,20170713,-10,P17,T2,Hot,Hot,Patch_HOT,Patch_HOT_HOT,Patch,9,0.808,0.586,0.184389613,0.808,0.586,Circular
20170716,20170713,-10,P17,T2,Hot,Hot,Patch_HOT,Patch_HOT_HOT,Patch,10,0.858,0.619,0.231992729,0.858,0.619,Circular
20170716,20170713,-10,P19,T2,Hot,Hot,Patch_HOT,Patch_HOT_HOT,Patch,1,0.48,0.491,0.045683983,0.491,0.48,Circular
20170716,20170713,-10,P19,T2,Hot,Hot,Patch_HOT,Patch_HOT_HOT,Patch,2,0.629,0.484,0.076227296,0.629,0.484,Circular
20170716,20170713,-10,P19,T2,Hot,Hot,Patch_HOT,Patch_HOT_HOT,Patch,3,0.445,0.395,0.025411641,0.445,0.395,Circular
20170716,20170713,-10,P19,T2,Hot,Hot,Patch_HOT,Patch_HOT_HOT,Patch,4,0.896,0.352,0.081812534,0.896,0.352,Pear
20170716,20170713,-10,P19,T2,Hot,Hot,Patch_HOT,Patch_HOT_HOT,Patch,5,0.61,0.568,0.098735844,0.61,0.568,Circular
20170716,20170713,-10,P19,T2,Hot,Hot,Patch_HOT,Patch_HOT_HOT,Patch,6,0.649,0.541,0.101391704,0.649,0.541,Circular
20170716,20170713,-10,P19,T2,Hot,Hot,Patch_HOT,Patch_HOT_HOT,Patch,7,0.75,0.608,0.171020505,0.75,0.608,Circular
20170716,20170713,-10,P19,T2,Hot,Hot,Patch_HOT,Patch_HOT_HOT,Patch,8,0.673,0.553,0.113919715,0.673,0.553,Circular
20170716,20170713,-10,P19,T2,Hot,Hot,Patch_HOT,Patch_HOT_HOT,Patch,9,0.749,0.855,0.337298465,0.855,0.749,Circular
20170716,20170713,-10,P19,T2,Hot,Hot,Patch_HOT,Patch_HOT_HOT,Patch,10,0.691,0.708,0.196852579,0.708,0.691,Circular
20170717,20170714,-9,P1,T2,Ambient,Hot,Patch_AMB,Patch_AMB_HOT,Patch,1,0.951,0.862,0.552705855,0.862,0.951,Circular
20170717,20170714,-9,P1,T2,Ambient,Hot,Patch_AMB,Patch_AMB_HOT,Patch,2,0.764,0.795,0.303416695,0.795,0.764,Circular
20170717,20170714,-9,P1,T2,Ambient,Hot,Patch_AMB,Patch_AMB_HOT,Patch,3,0.768,0.799,0.309695217,0.799,0.768,Circular
20170717,20170714,-9,P1,T2,Ambient,Hot,Patch_AMB,Patch_AMB_HOT,Patch,4,0.74,0.749,0.252665284,0.749,0.74,Circular
20170717,20170714,-9,P1,T2,Ambient,Hot,Patch_AMB,Patch_AMB_HOT,Patch,5,0.73,0.724,0.229742505,0.73,0.724,Circular
20170717,20170714,-9,P1,T2,Ambient,Hot,Patch_AMB,Patch_AMB_HOT,Patch,6,0.767,0.778,0.29286564,0.778,0.767,Circular
20170717,20170714,-9,P1,T2,Ambient,Hot,Patch_AMB,Patch_AMB_HOT,Patch,7,0.733,0.897,0.355558721,0.897,0.733,Circular
20170717,20170714,-9,P1,T2,Ambient,Hot,Patch_AMB,Patch_AMB_HOT,Patch,8,0.539,0.684,0.111791358,0.684,0.539,Circular
20170717,20170714,-9,P1,T2,Ambient,Hot,Patch_AMB,Patch_AMB_HOT,Patch,9,0.671,0.675,0.168721755,0.675,0.671,Circular
20170717,20170714,-9,P1,T2,Ambient,Hot,Patch_AMB,Patch_AMB_HOT,Patch,10,0.756,0.642,0.193745733,0.756,0.642,Circular
20170717,20170714,-9,P3,T2,Ambient,Hot,Patch_AMB,Patch_AMB_HOT,Patch,1,0.876,0.746,0.351240322,0.876,0.746,Circular
20170717,20170714,-9,P3,T2,Ambient,Hot,Patch_AMB,Patch_AMB_HOT,Patch,2,0.793,0.796,0.327710993,0.796,0.793,Circular
20170717,20170714,-9,P3,T2,Ambient,Hot,Patch_AMB,Patch_AMB_HOT,Patch,3,0.796,0.817,0.347847389,0.817,0.796,Circular
20170717,20170714,-9,P3,T2,Ambient,Hot,Patch_AMB,Patch_AMB_HOT,Patch,4,0.73,0.708,0.219700343,0.73,0.708,Circular
20170717,20170714,-9,P3,T2,Ambient,Hot,Patch_AMB,Patch_AMB_HOT,Patch,5,0.764,0.885,0.376003388,0.885,0.764,Circular
20170717,20170714,-9,P3,T2,Ambient,Hot,Patch_AMB,Patch_AMB_HOT,Patch,6,0.641,0.647,0.141463083,0.647,0.641,Circular
20170717,20170714,-9,P3,T2,Ambient,Hot,Patch_AMB,Patch_AMB_HOT,Patch,7,0.607,0.665,0.134010606,0.665,0.607,Circular
20170717,20170714,-9,P3,T2,Ambient,Hot,Patch_AMB,Patch_AMB_HOT,Patch,8,0.743,0.766,0.266411928,0.766,0.743,Circular
20170717,20170714,-9,P3,T2,Ambient,Hot,Patch_AMB,Patch_AMB_HOT,Patch,9,0.884,0.87,0.486476129,0.884,0.87,Circular
20170717,20170714,-9,P3,T2,Ambient,Hot,Patch_AMB,Patch_AMB_HOT,Patch,10,0.866,0.837,0.432120828,0.866,0.837,Circular
20170717,20170714,-9,P7,T2,Ambient,Hot,Patch_AMB,Patch_AMB_HOT,Patch,1,0.651,0.738,0.189842393,0.738,0.651,Circular
20170717,20170714,-9,P7,T2,Ambient,Hot,Patch_AMB,Patch_AMB_HOT,Patch,2,0.57,0.683,0.124654976,0.683,0.57,Circular
20170717,20170714,-9,P7,T2,Ambient,Hot,Patch_AMB,Patch_AMB_HOT,Patch,3,0.831,0.52,0.153577373,0.831,0.52,Circular
20170717,20170714,-9,P7,T2,Ambient,Hot,Patch_AMB,Patch_AMB_HOT,Patch,4,0.854,0.647,0.251097739,0.854,0.647,Circular
